0,0.54593,0.72349,0.54191,0.28702,0.22343,0.40555,0.48741,0.31622,0.32544,0.23818,0.25958,0.17462,0.15617,0.16444,0.16138,0.18832,0.21047,0.27391,0.22988,0.1802,0.21132,0.1949,0.18057,0.16425,0.15036,0.16962,0.13129,0.15777,0.18208,0.19824,0.16243,0.13784,0.13262,0.13717,0.13314,0.13822,0.12932,0.13055,0.25539,0.20296,0.15524,0.14463,0.1456,0.20951,0.14419,0.13849,0.1863,0.19791,0.14123,0.16379,0.15892,0.20332,0.16992,0.14699,0.15059,0.1573,0.14096,0.14548,0.16626,0.1362,0.13507,0.14409,0.14863,0.12363,0.14412,0.15296,0.13579,0.12232,0.13194,0.12765,0.14187,0.16987,0.1703,0.24357,0.18289,0.16177,0.19258,0.20008,0.14455,0.21389,0.1734,0.17136,0.22068,0.16286,0.18905,0.21178,0.18342,0.24971,0.44103,0.3159,0.21812,0.20334,0.15676,0.15734,0.19193,0.20329,0.30358,0.15771,0.18458,0.18575,0.21388,0.31389,0.39577,0.15016,0.25317,0.38833,0.59015,0.15897,0.15982,0.15273,0.18385,0.16766,0.23067,0.27373,0.22589,0.14745,0.1267,0.12729,0.13687,0.14329,0.12711,0.14756,0.16475,0.23603,0.2405,0.18454,0.17171,0.15979,0.16426,0.14105,0.1529,0.14571,0.14008,0.13843,0.11465,0.14009,0.13389,0.12244,0.11547,0.11218,0.11359,0.092213,0.11328,0.11959,0.12771,0.14111,0.18776,0.17332,0.1561,0.1348,0.14585,0.14234,0.12702,0.10136,0.091456,0.08961,0.088827,0.10577,0.10353,0.097547,0.096154,0.090103,0.095227,0.12992,0.10928,0.10838,0.12775,0.12259,0.13441,0.15685,0.11383,0.10589,0.096629,0.11403,0.10691,0.12239,0.12725,0.13076,0.12241,0.12915,0.14422,0.17126,0.15723,0.15512,0.13686,0.12147,0.11933,0.13183,0.13474,0.12771,0.12568,0.11806,0.10149,0.10331,0.10085,0.11281,0.10205,0.12044,0.12342,0.10531,0.10174,0.10876,0.10334,0.098242,0.10422,0.12339,0.094359,0.10195,0.096291,0.095926,0.10123,0.12,0.11585,0.095876,0.12108,0.14905,0.13974,0.12277
0.54593,0,0.89273,0.62488,0.53792,0.15947,0.23269,0.25751,0.20024,0.41169,0.28132,0.31165,0.19674,0.18664,0.18391,0.20561,0.25144,0.34252,0.43143,0.18723,0.19242,0.2446,0.22286,0.20432,0.18366,0.17017,0.19041,0.14341,0.17561,0.20625,0.23418,0.18139,0.15127,0.15353,0.15966,0.14562,0.16108,0.13249,0.15076,0.174,0.18807,0.15866,0.15064,0.13777,0.26693,0.16924,0.16145,0.23036,0.24837,0.15781,0.18309,0.1899,0.25696,0.20583,0.17312,0.17813,0.17681,0.14406,0.16875,0.19601,0.15309,0.14794,0.16212,0.14252,0.13631,0.19581,0.1587,0.13894,0.12386,0.1241,0.13588,0.1468,0.17698,0.17746,0.25847,0.22517,0.18099,0.23076,0.22429,0.14986,0.21819,0.18082,0.17886,0.20341,0.15326,0.19823,0.19007,0.16691,0.22007,0.35627,0.2553,0.18741,0.17639,0.1477,0.16897,0.18529,0.19606,0.28773,0.18476,0.22773,0.17327,0.19751,0.2729,0.34312,0.17161,0.34208,0.64582,0.95169,0.12312,0.14818,0.1357,0.1506,0.1695,0.16625,0.18232,0.15978,0.13805,0.13795,0.13866,0.1501,0.15785,0.13844,0.16485,0.18105,0.21151,0.2119,0.15803,0.19305,0.17811,0.18368,0.15514,0.16959,0.16079,0.15396,0.15197,0.12378,0.15397,0.15522,0.13526,0.12474,0.12091,0.12356,0.098032,0.1222,0.12433,0.14558,0.13769,0.13971,0.14145,0.13905,0.12216,0.1188,0.1667,0.14606,0.11313,0.097176,0.092253,0.091416,0.10322,0.10613,0.10068,0.099194,0.094057,0.10262,0.14992,0.12309,0.11729,0.13787,0.1281,0.13883,0.1629,0.11698,0.11364,0.10304,0.12306,0.11481,0.13763,0.11569,0.12445,0.11548,0.13322,0.14932,0.1785,0.16331,0.16103,0.14144,0.12506,0.12279,0.13608,0.13917,0.13169,0.12954,0.12145,0.10399,0.1059,0.098641,0.1144,0.098738,0.11585,0.11096,0.1028,0.10773,0.11694,0.10992,0.10487,0.099715,0.11292,0.10046,0.10911,0.10265,0.098154,0.10372,0.1235,0.1116,0.10147,0.12465,0.14209,0.12851,0.1333
0.72349,0.89273,0,0.82139,0.47577,0.18079,0.28396,0.29122,0.22005,0.28175,0.21391,0.23101,0.16121,0.16958,0.17243,0.20771,0.25459,0.27327,0.44079,0.18498,0.17106,0.19199,0.17834,0.16627,0.15232,0.14293,0.15693,0.126,0.14674,0.16754,0.18552,0.15076,0.12935,0.131,0.13544,0.1252,0.13646,0.11537,0.12898,0.20116,0.16714,0.13472,0.12889,0.13783,0.20549,0.14227,0.13672,0.18311,0.19431,0.13411,0.15193,0.15659,0.19953,0.16726,0.145,0.1485,0.14758,0.12723,0.1498,0.17342,0.13068,0.12691,0.13721,0.14331,0.11993,0.16059,0.17449,0.12023,0.13327,0.11978,0.11793,0.16021,0.19684,0.19743,0.30315,0.18094,0.16713,0.20956,0.20834,0.15898,0.24651,0.2016,0.2023,0.20753,0.16507,0.22164,0.1869,0.16924,0.19574,0.29658,0.2928,0.20686,0.19352,0.15086,0.15139,0.16367,0.18773,0.27016,0.15308,0.18144,0.15915,0.17936,0.21891,0.29184,0.14394,0.24732,0.37473,0.46063,0.13053,0.14334,0.13162,0.15396,0.15062,0.1855,0.21236,0.17249,0.12759,0.11949,0.12002,0.13521,0.13413,0.13366,0.1563,0.17735,0.20177,0.1918,0.15445,0.15872,0.14848,0.15233,0.13217,0.14252,0.13625,0.13131,0.12986,0.10939,0.13132,0.13223,0.11746,0.10945,0.10649,0.10854,0.088332,0.10748,0.11012,0.12517,0.12281,0.1567,0.14651,0.13402,0.11801,0.12138,0.14047,0.12552,0.10041,0.087637,0.089104,0.086937,0.10967,0.11296,0.098873,0.09324,0.085091,0.092036,0.12836,0.10817,0.10608,0.1238,0.12318,0.15076,0.17957,0.12534,0.11039,0.09341,0.10816,0.10173,0.11924,0.11218,0.11699,0.12085,0.14417,0.16321,0.19872,0.18007,0.1773,0.15385,0.13466,0.13204,0.14752,0.15117,0.14238,0.13987,0.13049,0.11054,0.1127,0.10452,0.12239,0.10356,0.11084,0.11846,0.1092,0.10641,0.11141,0.097867,0.093849,0.10573,0.1197,0.0903,0.097229,0.094797,0.10397,0.11024,0.13286,0.11301,0.10138,0.13418,0.13462,0.12484,0.11598
0.54191,0.62488,0.82139,0,0.46857,0.19005,0.3075,0.25661,0.19969,0.25101,0.20716,0.20992,0.15065,0.1713,0.17421,0.2103,0.25848,0.2881,0.45258,0.19469,0.17012,0.1772,0.16551,0.15506,0.14286,0.13375,0.14691,0.12695,0.13794,0.15617,0.17034,0.14149,0.12841,0.12325,0.12717,0.11873,0.12807,0.11739,0.12146,0.21269,0.17503,0.13835,0.12986,0.13471,0.18703,0.13317,0.1283,0.16831,0.17773,0.12599,0.14252,0.14564,0.18208,0.15483,0.13556,0.13861,0.13782,0.13275,0.16894,0.17308,0.12911,0.12027,0.12873,0.13974,0.12931,0.17293,0.16953,0.12269,0.13035,0.11742,0.11601,0.15861,0.19055,0.1911,0.28848,0.19474,0.18219,0.26177,0.23228,0.19713,0.32686,0.19501,0.25059,0.26858,0.20039,0.29034,0.20838,0.16733,0.20239,0.31213,0.27827,0.1995,0.18706,0.15476,0.14741,0.15645,0.17982,0.25234,0.1426,0.1669,0.15232,0.17074,0.22037,0.26967,0.13464,0.22106,0.31759,0.38378,0.13529,0.14456,0.13636,0.16063,0.15501,0.19526,0.22525,0.1809,0.13213,0.11359,0.11406,0.1363,0.13174,0.13472,0.15775,0.17923,0.20421,0.20226,0.16116,0.15002,0.13948,0.14287,0.12499,0.13484,0.12864,0.12422,0.12292,0.11011,0.12423,0.12434,0.11119,0.10447,0.10177,0.10316,0.087337,0.10269,0.11084,0.11807,0.12702,0.16361,0.15253,0.13904,0.12189,0.12346,0.13159,0.11839,0.095791,0.08442,0.087792,0.085688,0.10769,0.11086,0.097259,0.091804,0.085043,0.089593,0.12091,0.10283,0.10422,0.12112,0.12068,0.14704,0.17432,0.12276,0.10838,0.091968,0.1055,0.097422,0.11279,0.11568,0.11368,0.11845,0.14077,0.15886,0.19231,0.17479,0.17218,0.14998,0.13169,0.12918,0.14396,0.14743,0.13906,0.13666,0.12769,0.10853,0.11061,0.10272,0.11992,0.1018,0.11157,0.11615,0.10723,0.10709,0.11215,0.098347,0.091796,0.10388,0.1172,0.086889,0.093286,0.093313,0.10219,0.10823,0.12996,0.11091,0.099687,0.13123,0.1357,0.12577,0.11314
0.28702,0.53792,0.47577,0.46857,0,0.20371,0.24713,0.18065,0.16377,0.30839,0.37133,0.19733,0.15914,0.25026,0.22661,0.28642,0.40702,0.64204,0.4592,0.2872,0.26708,0.20987,0.21701,0.1735,0.1442,0.13999,0.15663,0.15268,0.15952,0.18934,0.1806,0.15681,0.15479,0.13568,0.1328,0.1382,0.13378,0.13572,0.12773,0.20357,0.20428,0.16456,0.1453,0.15057,0.19947,0.13936,0.13403,0.17832,0.18892,0.13152,0.18027,0.15934,0.21068,0.16325,0.14198,0.14533,0.14445,0.1568,0.20992,0.20171,0.17133,0.15281,0.14238,0.13307,0.14303,0.18737,0.16462,0.14586,0.13685,0.12832,0.13107,0.15185,0.18437,0.18489,0.27455,0.22262,0.20117,0.26592,0.2291,0.14797,0.23986,0.18854,0.18168,0.22687,0.16621,0.17926,0.16068,0.14746,0.15856,0.21884,0.23321,0.17522,0.16555,0.14697,0.16654,0.19756,0.20455,0.23409,0.14972,0.17674,0.13462,0.14602,0.19644,0.20949,0.14096,0.23865,0.35519,0.34367,0.14447,0.18566,0.16646,0.18947,0.22038,0.21492,0.23734,0.17212,0.17002,0.1362,0.13096,0.16466,0.17562,0.16431,0.22786,0.25371,0.29711,0.29787,0.19259,0.20404,0.15896,0.17041,0.15306,0.15157,0.14377,0.13084,0.14923,0.1279,0.14435,0.12971,0.11835,0.11834,0.11489,0.11638,0.10192,0.11797,0.1335,0.12291,0.13077,0.1699,0.15798,0.14355,0.13122,0.13731,0.13763,0.12325,0.10033,0.093252,0.097195,0.096275,0.11651,0.11366,0.1066,0.10494,0.098235,0.10384,0.12599,0.10648,0.10494,0.11737,0.13051,0.14333,0.16914,0.12111,0.11788,0.099895,0.11684,0.10938,0.11719,0.11886,0.12298,0.12387,0.13737,0.15459,0.18609,0.20091,0.16712,0.16369,0.14599,0.14186,0.14041,0.14374,0.13578,0.13349,0.14109,0.11806,0.11639,0.10553,0.11747,0.11201,0.13455,0.11383,0.11128,0.12987,0.13739,0.11395,0.10804,0.10457,0.12009,0.096358,0.10429,0.098373,0.10039,0.11634,0.12709,0.12884,0.10092,0.13518,0.17129,0.15577,0.13845
0.22343,0.15947,0.18079,0.19005,0.20371,0,0.49757,0.27616,0.24572,0.16638,0.16962,0.14269,0.14513,0.17272,0.13911,0.15008,0.1911,0.29838,0.21131,0.34296,0.27099,0.19583,0.16176,0.18787,0.15702,0.14684,0.13267,0.11644,0.11182,0.13279,0.11914,0.122,0.11416,0.11378,0.12027,0.13473,0.13848,0.14702,0.13979,0.28906,0.23099,0.18146,0.16111,0.1646,0.10812,0.088854,0.091143,0.10159,0.11359,0.09994,0.11429,0.095766,0.10645,0.1028,0.12284,0.10511,0.11295,0.11288,0.11416,0.13724,0.11063,0.1026,0.10244,0.10206,0.098094,0.098274,0.13158,0.15126,0.14835,0.14673,0.1382,0.10761,0.11142,0.11161,0.13902,0.11663,0.10747,0.12296,0.12314,0.10099,0.13093,0.11293,0.11624,0.12962,0.10725,0.11874,0.12238,0.1227,0.11792,0.1483,0.16036,0.13063,0.12518,0.10583,0.10861,0.11714,0.12579,0.15811,0.10027,0.10108,0.11481,0.12497,0.13969,0.17084,0.10014,0.11869,0.14183,0.16207,0.17878,0.24597,0.21338,0.25271,0.26506,0.42325,0.46866,0.26809,0.20313,0.14882,0.1421,0.168,0.15633,0.17298,0.20453,0.2761,0.48901,0.43502,0.23512,0.22951,0.17387,0.16594,0.16093,0.17707,0.17069,0.13885,0.14571,0.12991,0.14486,0.14949,0.12009,0.11869,0.11521,0.11323,0.10535,0.11968,0.16208,0.15845,0.17962,0.26272,0.23529,0.20465,0.16953,0.17259,0.13805,0.11547,0.11089,0.093464,0.11151,0.1103,0.1377,0.13374,0.12407,0.12183,0.11228,0.12034,0.12366,0.12159,0.11055,0.11917,0.11787,0.11411,0.12735,0.10929,0.11468,0.11048,0.11717,0.10967,0.15035,0.15775,0.14157,0.14256,0.13893,0.13935,0.16444,0.11974,0.16786,0.13851,0.11694,0.14863,0.16801,0.13048,0.12388,0.12197,0.11911,0.11566,0.11355,0.11773,0.12816,0.13145,0.16363,0.13503,0.11538,0.13549,0.1437,0.12792,0.11191,0.12133,0.14273,0.10294,0.11299,0.1101,0.10877,0.10591,0.12514,0.15527,0.11645,0.16456,0.22137,0.19612,0.16703
0.40555,0.23269,0.28396,0.3075,0.24713,0.49757,0,0.62061,0.48547,0.19425,0.19868,0.19454,0.19911,0.20296,0.16721,0.16829,0.22881,0.40179,0.25667,0.53069,0.32429,0.27099,0.18884,0.28944,0.21722,0.1827,0.16907,0.143,0.14134,0.17658,0.15325,0.15151,0.13472,0.13419,0.13572,0.16433,0.18306,0.18986,0.18536,0.68979,0.40628,0.25151,0.22481,0.22714,0.13814,0.10654,0.10836,0.12766,0.14163,0.12288,0.12679,0.11663,0.13542,0.11975,0.15054,0.11672,0.12707,0.13916,0.11785,0.1426,0.12827,0.11733,0.12668,0.12839,0.11436,0.12037,0.16872,0.20415,0.17515,0.18004,0.18629,0.13124,0.1322,0.12578,0.15795,0.13035,0.11846,0.1414,0.13777,0.12411,0.15844,0.12512,0.13807,0.14593,0.1259,0.15595,0.1623,0.15439,0.15455,0.21127,0.23662,0.17714,0.16727,0.13441,0.13484,0.15321,0.16835,0.23176,0.12053,0.12684,0.14924,0.16688,0.19422,0.26018,0.12537,0.15587,0.19838,0.24037,0.24158,0.26376,0.245,0.3363,0.28582,0.53496,0.84213,0.43939,0.23168,0.16216,0.18005,0.1685,0.1727,0.17351,0.23197,0.27746,0.5647,0.59095,0.33862,0.26663,0.22154,0.22924,0.19974,0.24014,0.22115,0.18747,0.16187,0.13803,0.16431,0.17412,0.14695,0.13176,0.12719,0.14258,0.11012,0.14157,0.16961,0.1864,0.21641,0.34964,0.30268,0.2538,0.20192,0.20628,0.1588,0.12234,0.11436,0.1012,0.11503,0.11374,0.1431,0.13883,0.12844,0.12604,0.11584,0.12445,0.14122,0.12578,0.11951,0.14024,0.13844,0.12123,0.13196,0.11595,0.11917,0.11841,0.12958,0.12047,0.17529,0.18543,0.16453,0.16232,0.15997,0.14489,0.17221,0.1238,0.17596,0.14398,0.13067,0.15495,0.18686,0.13555,0.13838,0.13551,0.13809,0.11945,0.11767,0.12878,0.14585,0.13637,0.17132,0.16803,0.13615,0.13582,0.14407,0.13868,0.12695,0.13309,0.16604,0.12054,0.13321,0.12371,0.11211,0.11823,0.12958,0.16217,0.12029,0.17233,0.23568,0.20727,0.17505
0.48741,0.25751,0.29122,0.25661,0.18065,0.27616,0.62061,0,0.5608,0.19515,0.16,0.16937,0.15827,0.15294,0.13743,0.13239,0.16717,0.24389,0.18157,0.28607,0.21299,0.20055,0.15171,0.21048,0.1695,0.15333,0.13868,0.12064,0.11945,0.14369,0.14092,0.12664,0.11805,0.11764,0.12459,0.14017,0.14796,0.15237,0.14945,0.40381,0.26614,0.18968,0.17408,0.17548,0.14653,0.11127,0.10785,0.13478,0.14076,0.1095,0.12259,0.11984,0.14347,0.12599,0.12743,0.11504,0.11892,0.11789,0.11204,0.12397,0.10999,0.10576,0.11121,0.1139,0.0996,0.11123,0.13844,0.16524,0.14255,0.14598,0.15006,0.11216,0.12597,0.12621,0.16241,0.13299,0.12146,0.13804,0.14185,0.11149,0.14866,0.1279,0.12678,0.1519,0.12207,0.13622,0.14763,0.13327,0.16512,0.23153,0.19167,0.15069,0.14348,0.11861,0.11894,0.13771,0.14346,0.18707,0.11916,0.13388,0.13449,0.14865,0.19093,0.21842,0.1148,0.16662,0.21613,0.26694,0.23591,0.18509,0.21888,0.24839,0.1957,0.2873,0.54184,0.42099,0.1687,0.134,0.14817,0.13252,0.13826,0.1356,0.16885,0.19174,0.29567,0.30271,0.246,0.1865,0.18304,0.17673,0.15866,0.18659,0.17952,0.15082,0.1338,0.11848,0.13546,0.15622,0.1244,0.11577,0.11084,0.12034,0.096369,0.11962,0.13607,0.16604,0.18943,0.28424,0.2524,0.21747,0.17824,0.20814,0.14377,0.1056,0.096568,0.089462,0.098554,0.097607,0.11628,0.11345,0.10824,0.10653,0.09915,0.10539,0.12823,0.10458,0.10348,0.11867,0.12795,0.1109,0.1235,0.10283,0.10323,0.099438,0.11095,0.1042,0.15729,0.16526,0.16444,0.16346,0.16108,0.12506,0.14431,0.11888,0.13831,0.11687,0.11488,0.13494,0.16639,0.1304,0.12079,0.12183,0.13622,0.10732,0.11631,0.12715,0.14678,0.12456,0.15309,0.16527,0.13433,0.12325,0.11692,0.11335,0.11023,0.12417,0.15237,0.10536,0.11492,0.10778,0.096506,0.11113,0.11879,0.14562,0.10076,0.13488,0.17081,0.19591,0.16168
0.31622,0.20024,0.22005,0.19969,0.16377,0.24572,0.48547,0.5608,0,0.16038,0.16366,0.1829,0.18694,0.15437,0.15854,0.15054,0.15551,0.21984,0.1679,0.3404,0.24311,0.24893,0.17786,0.26441,0.20281,0.1724,0.16021,0.13661,0.13509,0.16694,0.14593,0.14435,0.12904,0.12855,0.1194,0.15595,0.17272,0.17876,0.17477,0.66343,0.35863,0.2324,0.20941,0.21144,0.12602,0.10295,0.10465,0.11723,0.13536,0.11813,0.11726,0.11234,0.12375,0.11053,0.14347,0.11143,0.10505,0.1331,0.11121,0.13299,0.12311,0.11299,0.12164,0.11579,0.11024,0.11581,0.1599,0.19675,0.16539,0.17003,0.17559,0.12584,0.12672,0.12081,0.13759,0.11587,0.10702,0.11969,0.12254,0.099203,0.12759,0.11199,0.12219,0.12998,0.1075,0.11832,0.12684,0.14697,0.13953,0.18417,0.15908,0.12978,0.1244,0.12229,0.1223,0.11944,0.125,0.15687,0.10523,0.11655,0.11701,0.12759,0.15753,0.17578,0.10181,0.1406,0.17429,0.2059,0.19213,0.17091,0.18068,0.19867,0.1799,0.25451,0.30795,0.29928,0.15683,0.15399,0.17003,0.15172,0.15965,0.14077,0.17894,0.20225,0.26105,0.26652,0.21035,0.19574,0.20657,0.21325,0.18749,0.22265,0.20624,0.17664,0.15373,0.13207,0.15593,0.14397,0.14021,0.12632,0.12211,0.13623,0.1063,0.13531,0.15066,0.14503,0.15546,0.25627,0.22023,0.1718,0.16157,0.16294,0.13974,0.11763,0.1058,0.097954,0.10598,0.10489,0.11568,0.11118,0.11727,0.11526,0.10752,0.11393,0.13498,0.10732,0.11502,0.13409,0.13245,0.11661,0.12334,0.11171,0.1147,0.10847,0.12431,0.1159,0.14365,0.13748,0.14459,0.13422,0.13262,0.11159,0.12712,0.10792,0.12915,0.11105,0.1049,0.11938,0.13492,0.11581,0.10768,0.109,0.12038,0.097243,0.10456,0.11324,0.12277,0.11119,0.13337,0.14252,0.1189,0.12353,0.12302,0.12524,0.12189,0.11096,0.13282,0.11597,0.12765,0.1189,0.10434,0.10255,0.10657,0.12766,0.099407,0.12718,0.15866,0.16473,0.14732
0.32544,0.41169,0.28175,0.25101,0.30839,0.16638,0.19425,0.19515,0.16038,0,0.5134,0.40722,0.23096,0.28407,0.26106,0.21782,0.22989,0.37608,0.24593,0.24239,0.36128,0.34609,0.26656,0.24148,0.21314,0.17175,0.22228,0.16757,0.20237,0.24418,0.23719,0.21009,0.17071,0.14877,0.15156,0.16355,0.15228,0.14619,0.14612,0.18608,0.24433,0.18019,0.16448,0.17551,0.2436,0.15955,0.15261,0.21278,0.22805,0.17594,0.25891,0.17779,0.23804,0.19167,0.16299,0.16743,0.16627,0.13617,0.15912,0.18025,0.1964,0.17245,0.1605,0.17841,0.17158,0.15454,0.1814,0.17008,0.15524,0.146,0.16232,0.16601,0.20568,0.20633,0.32464,0.20834,0.16995,0.23784,0.20617,0.13526,0.21866,0.21088,0.20234,0.15303,0.14171,0.15551,0.17893,0.15826,0.20527,0.31904,0.2356,0.17657,0.16676,0.16209,0.2442,0.22172,0.20677,0.1939,0.2232,0.21605,0.15442,0.17392,0.25051,0.26605,0.16166,0.30469,0.52434,0.72555,0.12463,0.15626,0.14067,0.15676,0.17734,0.17378,0.18815,0.14469,0.16196,0.16529,0.1663,0.18304,0.1947,0.16599,0.20682,0.19001,0.22385,0.24042,0.23718,0.2548,0.22647,0.23555,0.17566,0.19442,0.18294,0.17415,0.1711,0.13872,0.17417,0.14704,0.13647,0.13767,0.13302,0.13502,0.10585,0.13458,0.13718,0.13835,0.14047,0.16236,0.17456,0.15532,0.14254,0.15857,0.15729,0.13879,0.11389,0.10485,0.099131,0.098174,0.11727,0.11582,0.10894,0.1072,0.10601,0.10605,0.14227,0.11788,0.11804,0.13138,0.12658,0.15589,0.1869,0.12887,0.12427,0.11171,0.13564,0.12568,0.13115,0.13446,0.13622,0.13148,0.14886,0.16925,0.20774,0.18745,0.18445,0.1592,0.13874,0.13596,0.15244,0.15633,0.14695,0.14427,0.13431,0.11328,0.11555,0.10696,0.12575,0.11271,0.13557,0.1216,0.11187,0.12155,0.12824,0.12321,0.11996,0.10936,0.11883,0.11422,0.12554,0.11706,0.10639,0.11295,0.13683,0.12978,0.10368,0.13824,0.17294,0.14441,0.16009
